
省份	区站号	站名	纬度	经度	气压传感器拔海高度(米)	观测场拔海高度(米)
贵州	57623	道真	2888	10760	685.1	683.9
贵州	57625	正安	2854	10746	817.6	816.4
贵州	57634	务川	2851	10789	841.3	840.1
贵州	57636	沿河	2856	10850	504.4	503.2
贵州	57637	德江	2829	10811	628.2	627.0
贵州	57647	松桃	2817	10919	402.4	401.2
贵州	57707	毕节	2730	10529	1510.3	1509.1
贵州	57708	大方	2713	10560	1722.7	1721.5
贵州	57710	仁怀	2783	10639	891.5	890.3
贵州	57714	金沙	2749	10622	1047.2	1046.0
贵州	57717	遵义县	2754	10683	974.1	972.9
贵州	57718	息烽	2710	10672	1113.5	1112.3
贵州	57719	开阳	2709	10691	1290.0	1288.8
贵州	57722	湄潭	2778	10751	808.8	807.6
贵州	57723	凤冈	2798	10773	711.9	710.7
贵州	57728	瓮安	2704	10746	1129.8	1128.6
贵州	57729	余庆	2723	10788	623.3	622.1

贵州	57731	思南	2793	10825	576.1	574.9
贵州	57732	印江	2801	10840	510.8	509.6
贵州	57734	石阡	2758	10822	554.4	553.2
贵州	57735	岑巩	2718	10882	424.5	423.3
贵州	57736	江口	2772	10885	481.3	480.1
贵州	57737	施秉	2703	10812	548.0	546.8
贵州	57738	镇远	2705	10842	518.4	517.2
贵州	57739	玉屏	2724	10890	383.0	381.8
贵州	57741	铜仁	2773	10918	341.4	340.2
贵州	57742	万山	2752	10921	873.7	872.5
贵州	57800	纳雍	2677	10537	1470.2	1469.0
贵州	57803	黔西	2702	10602	1322.9	1321.7
贵州	57805	织金	2664	10579	1546.2	1545.0
贵州	57806	安顺	2629	10598	1521.7	1520.5
贵州	57807	六枝	2622	10546	1408.5	1407.3
贵州	57808	普定	2631	10574	1283.0	1281.8
贵州	57809	镇宁	2607	10575	1252.2	1251.0
贵州	57811	修文	2684	10660	1298.0	1296.8
贵州	57814	平坝	2641	10626	1300.9	1299.7
贵州	57816	贵阳	2659	10673	1228.5	1227.3
贵州	57821	福泉	2670	10750	926.0	924.8
贵州	57822	黄平	2690	10790	826.2	825.0
贵州	57824	贵定	2659	10725	1057.4	1056.2
贵州	57825	凯里	2660	10798	720.0	718.8
贵州	57827	都匀	2632	10751	968.9	967.7
贵州	57828	麻江	2649	10758	982.3	981.1
贵州	57829	丹寨	2620	10780	964.1	962.9
贵州	57832	三穗	2696	10867	628.1	626.9
贵州	57834	台江	2668	10831	643.1	641.9
贵州	57835	剑河	2673	10843	529.3	528.1
贵州	57837	雷山	2639	10808	845.2	844
贵州	57839	黎平	2623	10914	570.0	568.8
贵州	57840	天柱	2691	10920	402.6	401.4
贵州	57844	锦屏	2651	10926	472.0	470.8
贵州	57900	晴隆	2585	10522	1554.1	1552.9
贵州	57902	兴仁	2543	10518	1379.9	1378.7
贵州	57903	关岭	2594	10560	1125.7	1124.5
贵州	57905	贞丰	2540	10561	1181.5	1180.3
贵州	57906	望谟	2518	10609	568.8	567.6
贵州	57907	兴义	2509	10490	1301.7	1300.5
贵州	57908	安龙	2511	10548	1395.9	1394.7
贵州	57909	册亨	2499	10582	586.9	585.7
贵州	57910	紫云	2577	10609	1198.8	1197.6
贵州	57911	白云	2667	10665	1300.2	1299.0
贵州	57912	惠水	2614	10666	992.8	991.6
贵州	57913	龙里	2646	10695	1135.9	1134.7
贵州	57914	花溪	2641	10667	1150.2	1149.0
贵州	57915	乌当	2663	10676	1088.7	1087.5
贵州	57916	罗甸	2543	10676	451.5	450.3
贵州	57921	平塘	2585	10735	822.4	821.2
贵州	57922	独山	2583	10755	1015.0	1013.8
贵州	57923	三都	2598	10787	449.0	447.8
贵州	57926	荔波	2538	10785	481.7	480.5

贵州	57932	榕江	2593	10851	260.5	259.3
贵州	57936	从江	2576	10891	267.0	265.8
云南	56444	德钦	2849	9891	3319.6	3318.4
云南	56483	绥江	2859	10396	497.8	496.6
云南	56489	永善	2824	10362	976.8	975.6
云南	56497	盐津	2811	10423	448.6	447.4
云南	56533	贡山	2775	9866	1584.5	1583.3
云南	56543	香格里拉	2785	9974	3342.7	3341.5
云南	56548	维西	2718	9929	2327.3	2326.1
云南	56567	宁蒗	2726	10086	2364.4	2363.2
云南	56582	大关	2775	10389	1177.4	1176.2
云南	56585	鲁甸	2719	10356	1949.8	1948.6
云南	56586	昭通	2735	10372	1950.7	1949.5
云南	56594	彝良	2763	10407	1033.0	1031.8
云南	56595	镇雄	2741	10487	1646.4	1645.2
云南	56596	威信	2785	10505	1218.9	1217.7
云南	56641	福贡	2684	9888	1177.9	1176.7
云南	56643	六库	2586	9886	951.0	949.8
云南	56645	兰坪	2644	9941	2346.1	2344.9
云南	56646	剑川	2653	9991	2194.0	2192.8
云南	56649	洱源	2611	9996	2061.1	2059.9
云南	56651	丽江	2685	10022	2379.1	2377.9
云南	56652	永胜	2665	10076	2122.2	2121.0
云南	56654	鹤庆	2659	10019	2196.4	2195.2
云南	56664	华坪	2664	10126	1229.9	1228.7
云南	56669	永仁	2604	10166	1590.6	1589.4
云南	56673	巧家	2692	10293	895.1	893.9
云南	56684	会泽	2640	10325	2189.5	2188.3
云南	56688	东川	2610	10317	1229.8	1228.6
云南	56697	宣威	2622	10409	1985.4	1984.2
云南	56739	腾冲	2498	9851	1697.1	1695.9
云南	56742	云龙	2589	9937	1725.1	1723.9
云南	56745	漾濞	2568	9995	1627.3	1626.1
云南	56746	永平	2546	9953	1617.9	1616.7
云南	56748	保山	2504	9916	1669.6	1668.4
云南	56751	大理	2571	10018	1978.9	1977.7
云南	56752	宾川	2582	10053	1507.3	1506.1
云南	56755	弥渡	2539	10040	1768.3	1767.1
云南	56757	巍山	2526	10029	1733.9	1732.7
云南	56761	大姚	2572	10133	1880.1	1878.9
云南	56764	姚安	2552	10124	1875.1	1873.9
云南	56766	牟定	2530	10153	1817.4	1816.2
云南	56767	南华	2521	10126	1906.6	1905.4
云南	56772	富民	2522	10251	1648.8	1647.6
云南	56774	武定	2550	10242	1798.3	1797.1
云南	56777	禄丰	2511	10210	1672.6	1671.4
云南	56778	昆明	2501	10265	1889.3	1888.1
云南	56782	马龙	2543	10357	2068.3	2067.1
云南	56783	曲靖	2550	10380	1907.4	1906.2
云南	56785	嵩明	2536	10308	1917	1915.7
云南	56790	富源	2568	10424	1927.0	1925.8
云南	56835	陇川	2417	9778	992.0	990.8
云南	56836	盈江	2471	9794	827.9	826.7
云南	56839	镇康	2376	9882	1055.0	1053.8
云南	56840	粱河	2480	9826	1126.0	1124.8
云南	56841	龙陵	2462	9870	1631.8	1630.6
云南	56842	施甸	2473	9918	1488.6	1487.4
云南	56843	昌宁	2480	9962	1668.1	1666.9
云南	56844	芒市	2443	9857	915.0	913.8
云南	56846	凤庆	2459	9993	1570.2	1569.0
云南	56849	永德	2402	9925	1607.4	1606.2
云南	56851	南涧	2504	10052	1378.4	1377.2
云南	56854	云县	2445	10014	1109.8	1108.6
云南	56856	景东	2444	10086	1166.6	1165.4
云南	56862	双柏	2469	10163	1969.3	1968.1
云南	56863	安宁	2492	10250	1882.5	1881.3
云南	56867	镇沅	2399	10112	1106.6	1105.4
云南	56869	新平	2407	10198	1498.7	1497.5
云南	56870	易门	2466	10218	1602.1	1600.9
云南	56871	晋宁	2468	10257	1980.4	1979.2
云南	56873	澄江	2468	10292	1798.1	1796.9
云南	56875	玉溪	2434	10255	1718.1	1716.9
云南	56876	江川	2429	10276	1732.5	1731.3
云南	56878	通海	2413	10276	1800.4	1799.2
云南	56879	华宁	2419	10291	1700.9	1699.7
云南	56880	宜良	2489	10314	1640.5	1639.5
云南	56881	石林	2475	10327	1692.8	1691.6
云南	56882	呈贡	2491	10283	1972.6	1971.4
云南	56883	师宗	2482	10398	1902.1	1900.9
云南	56885	弥勒	2442	10347	1465.8	1464.6
云南	56886	泸西	2453	10375	1705.5	1704.3
云南	56889	丘北	2404	10418	1519.9	1518.7
云南	56891	罗平	2488	10432	1483.9	1482.7
云南	56898	峨山	2418	10241	1601.2	1600.0
云南	56944	沧源	2316	9926	1279.5	1278.3
云南	56946	耿马	2353	9939	1145.3	1144.1
云南	56948	西盟	2264	9964	1246.6	1245.4
云南	56949	孟连	2231	9960	1081.1	1079.9
云南	56950	双江	2347	9982	1045.3	1044.1
云南	56951	临沧	2388	10012	1637.3	1636.1
云南	56952	景谷	2350	10072	980.4	979.2
云南	56954	澜沧	2256	9993	1056.0	1054.8
云南	56958	勐海	2196	10047	1224.0	1222.8
云南	56962	墨江	2346	10167	1367.2	1366.0
云南	56964	思茅	2282	10099	1417.4	1416.2
云南	56966	元江	2363	10197	508.0	506.8
云南	56969	勐腊	2148	10158	631.7	630.5
云南	56970	石屏	2372	10247	 	1478.9
云南	56975	红河	2337	10242	943.1	941.9
云南	56976	元阳	2323	10282	313.5	312.3
云南	56977	江城	2261	10186	 	1269.8
云南	56978	绿春	2300	10240	1644.0	1642.8
云南	56982	开远	2372	10329	1183.2	1182.0
云南	56984	个旧	2339	 	1850.0	1848.8
云南	56987	金平	2279	10323	1273.9	1272.7
云南	56991	砚山	2360	10434	1562.3	1561.1
 

云南	56992	西畴	2344	10468	1508.7	1507.5
云南	56994	文山	2333	10428	1282.0	1280.8
云南	56995	马关	2302	10440	1334.1	1332.9
云南	59007	广南	 	10505	1250.8	1249.6
云南	59205	富宁	2363	10563	687.0	685.8
西藏	55228	狮泉河	3249	8010	4279.8	4278.6
西藏	55248	 	3231	8406	4416.1	4414.9
西藏	55299	那曲	3148	9206	4508.3	4507.1
西藏	55437	普兰	3035	8114	4075.2	4074.0
西藏	 	当雄	3048	9110	4280.0	4278.8
西藏	55569	拉孜	2909	8764	3942.2	3941.0
西藏	55572	南木林	2968	8910	3977.2	3976.0
西藏	55593	墨竹工卡	2984	9173	3804.5	3803.3
西藏	55597	琼结	2904	9169	3740.0	3738.8
西藏	55598	泽当	2926	9177	3554.7	3553.5
西藏	55655	聂拉木	2816	8598	3772.2	3771.0
西藏	55664	定日	2865	8712	4323.2	4322.0
西藏	55680	江孜	2891	8961	4039.2	4038.0
西藏	56116	丁青	3141	9559	3874.3	3873.1
西藏	56128	类乌齐	3122	9660	3811.2	3810.0
西藏	56137	昌都	3115	9718	3305.7	3304.5
西藏	56223	洛隆	3076	9580	3612.2	3611.0
西藏	56227	波密	2986	9576	2729.7	2728.5
西藏	56228	八宿	3005	9684	3455.2	3454.0
西藏	56312	林芝	2965	9436	2989.6	2988.4
西藏	56317	米林	2921	9421	2936.8	2935.6
西藏	56331	左贡	2967	9784	3804.3	3803.1
西藏	56434	察隅	2867	9747	2410.1	2408.9
陕西	57003	陇县	3489	10684	921.7	920.5
陕西	57016	宝鸡	10713	3435	613.7	612.4
陕西	57020	宝鸡县	3436	10739	564.3	563.1
陕西	57021	千阳	3465	10714	755.5	754.3
陕西	57022	麟游	3468	10780	1029.5	1028.3
陕西	57023	彬县	3502	10811	914.7	913.5
陕西	57024	岐山	3444	10765	671.9	670.7
陕西	57025	凤翔	3451	10738	782.3	781.1
陕西	57026	扶风	3437	10788	570.4	569.2
陕西	57027	眉县	3430	10773	492.0	490.8
陕西	57028	太白	3406	10732	1549.6	1548.4
陕西	57029	礼泉	3449	10845	541.9	540.7
陕西	57030	永寿	3469	10814	996.3	995.1
陕西	57031	淳化	3483	10855	1013.0	1011.8
陕西	57033	泾阳	3456	10883	393.4	392.2
陕西	57034	武功	3431	10824	472.2	471.0
陕西	57035	乾县	3454	10825	638.6	637.4
陕西	57037	耀县	3493	10897	720.5	719.3
陕西	57038	兴平	3428	10848	409.4	408.2
陕西	57041	三原	3475	10898	560.5	559.3
陕西	57042	富平	3478	10919	476.1	474.9
陕西	57043	大荔	3480	10997	352.6	351.4
陕西	57045	渭南	3440	10949	642.0	640.8
陕西	57046	华山	3448	11008	2066.1	2064.9
陕西	57048	秦都	3440	10872	474.0	472.8

陕西	57054	潼关	3457	11025	543.4	542.2
陕西	57055	华阴	3459	11013	343.3	342.1
陕西	57057	洛南	3408	11015	990.0	988.8
陕西	57106	略阳	3334	10615	792.7	791.5
陕西	57113	凤县	3393	10654	985.2	984.0
陕西	57119	勉县	3315	10669	548.9	547.7
陕西	57123	杨凌	3429	10807	520.9	519.7
陕西	57124	留坝	3362	10692	1040.3	1039.1
陕西	57127	汉中	3307	10704	509.0	507.8
陕西	57128	城固	3317	10733	487.1	485.9
陕西	57131	泾河	3445	10897	408.8	407.6
陕西	57134	佛坪	3353	10798	953.4	952.2
陕西	57137	宁陕	3332	10831	809.0	807.8
陕西	57140	柞水	3366	10912	819.4	818.2
陕西	57143	商县	3385	10997	748.4	747.2
陕西	57144	镇安	3343	10915	-694.9	-693.7
陕西	57153	丹凤	3370	11034	640.4	639.2
陕西	57154	商南	3353	11089	525.3	524.1
陕西	57155	山阳	3353	10992	814.4	813.2
陕西	57211	宁强	3283	10625	837.7	836.5
陕西	57213	南郑	3300	10693	537.5	536.3
陕西	57231	紫阳	3253	10853	505.5	504.3
陕西	57232	石泉	3304	10826	484.1	482.9
陕西	57233	汉阴	3292	10851	553.8	552.6
陕西	57238	镇巴	3252	10789	893.4	892.2
陕西	57242	旬阳	3283	10938	286.9	285.7
陕西	57245	安康	3269	10904	292.0	290.8
陕西	57247	岚皋	3231	10890	437.7	436.5
陕西	57248	平利	3239	10934	566.3	565.1
陕西	57254	白河	3281	11011	322.2	321.0
陕西	57343	镇坪	3190	10953	996.4	995.2
陕西	53567	府谷	3902	11099	1025.7	1024.5
陕西	53646	榆林	3827	10978	1162.9	1161.7
陕西	53651	神木	3883	11046	1091.9	1090.7
陕西	53658	佳县	3803	11049	898.2	897.0
陕西	53725	定边	3760	10760	1369.7	1368.5
陕西	53735	靖边	3756	10885	1453.3	1452.1
陕西	53738	吴旗	3692	10818	1328.7	1327.5
陕西	53740	横山	3796	10929	1112.2	1111.0
陕西	53748	子长	3715	10969	1062.9	1061.7
陕西	53750	米脂	3776	11018	921.4	920.2
陕西	53751	子洲	3760	11003	1011.6	1010.4
陕西	53754	绥德	3749	11026	930.7	929.5
陕西	53756	吴堡	3746	11074	745.5	744.3
陕西	53757	清涧	3709	11012	938.8	937.6
陕西	53832	志丹	3681	10877	1298.3	1297.1
陕西	53841	安塞	3691	10931	1102.6	1101.4
陕西	53848	甘泉	3627	10935	1007.0	1005.8
陕西	53850	延川	3688	11018	806.1	804.9
陕西	53854	延长	3658	10997	806.4	805.2
陕西	53857	宜川	3606	11001	812.2	811.0
陕西	53929	长武	3521	10777	1205.0	1203.8
陕西	53931	富县	3600	10938	985.1	983.9

陕西	53938	旬邑	3517	10829	1270.2	1269.0
陕西	53941	白水	3519	10958	805.6	804.4
陕西	53942	洛川	3579	10936	1082.9	1081.7
陕西	53944	黄陵	3557	10924	941.7	940.5
陕西	53945	宜君	3540	10911	1397.1	1395.9
陕西	53946	黄龙	3559	10983	1084.0	1082.8
陕西	53947	铜川	3506	10908	985.2	984.0
陕西	53948	蒲城	3489	10963	388.4	387.2
陕西	53949	澄城	3519	10992	680.4	679.3
陕西	53950	合阳	3525	11019	753.9	752.7
甘肃	52323	马鬃山	4181	9703	1774.9	1773.7
甘肃	52515	肃北	3952	9488	2138.4	2137.2
甘肃	52533	酒泉	3977	9849	1478.4	1477.2
甘肃	52546	高台	3937	9983	1333.4	1332.2
甘肃	52557	临泽	3914	10019	1403.2	1402.0
甘肃	52643	肃南	3883	9962	2313.0	2311.8
甘肃	52652	张掖	3908	10028	1462.3	1461.1
甘肃	52656	民乐	3846	10082	2233.2	2232.0
甘肃	52674	永昌	3822	10193	2095.1	2093.9
甘肃	52679	武威	3789	10287	1541.4	1540.2
甘肃	52681	民勤	3863	10309	1368.7	1367.5
甘肃	52784	古浪	3753	10291	1976.9	1975.7
甘肃	52787	乌鞘岭	3720	10287	3046.3	3045.1
甘肃	52797	景泰	3719	10406	1632.1	1630.9
甘肃	52881	天祝	3699	10319	2486.0	2484.8
甘肃	52884	皋兰	3635	10393	1668.4	1667.2
甘肃	52885	永登	3675	10325	2121.2	2120.0
甘肃	52895	靖远	3662	10464	1508.2	1507.0
甘肃	52896	白银	3655	10414	1737.9	1736.7
甘肃	52978	夏河	3519	10249	2949.1	2947.9
甘肃	52980	永靖	3597	10330	1649.2	1648.0
甘肃	52981	东乡	3568	10338	2422.2	2421.0
甘肃	52982	广河	3547	10353	1965.4	1964.2
甘肃	52983	榆中	3587	10414	1889.1	1887.9
甘肃	52984	临夏	3558	10318	1918.4	1917.2
甘肃	52985	和政	3541	10334	2164.0	2162.8
甘肃	52986	临洮	3536	10386	1895.0	1893.8
甘肃	52988	康乐	3538	10372	2017.0	2015.8
甘肃	52993	会宁	3568	10506	1740.6	1739.4
甘肃	52995	安定	3558	10460	2006.1	2004.9
甘肃	52996	华家岭	3539	10501	2451.8	2450.6
甘肃	52998	渭源	3513	10420	2112.2	2111.0
甘肃	53821	环县	3657	10730	1256.8	1255.6
甘肃	53829	庆城	3598	10789	1094.9	1093.7
甘肃	53906	静宁	3552	10571	1657.6	1656.4
甘肃	53908	通渭	3521	10523	1771.0	1769.8
甘肃	53915	崆峒	3553	10666	1468.8	1467.6
甘肃	53917	庄浪	3523	10605	1676.5	1675.3
甘肃	53923	西峰	3573	10763	1422.2	1421.0
甘肃	53924	灵台	3507	10762	967.8	966.6
甘肃	53925	镇原	3572	10721	1429.5	1428.3
甘肃	53926	泾川	3534	10736	1030.0	1028.8
甘肃	53927	华亭	3521	10663	1478.8	1477.6

甘肃	53928	崇信	3530	10702	1150.3	1149.1
甘肃	53930	华池	3645	10799	1421.2	1420.0
甘肃	53934	合水	3578	10798	1275.5	1274.3
甘肃	53935	正宁	3549	10840	1483.1	1481.9
甘肃	53937	宁县	3553	10789	1172.8	1171.6
甘肃	56071	碌曲	3459	10250	3191.6	3190.4
甘肃	56074	玛曲	3400	10207	3472.0	3470.8
甘肃	56080	合作	3499	10291	 	2909.4
甘肃	56081	临潭	3470	10335	2812.5	2811.3
甘肃	56082	卓尼	3459	10350	2593.8	2592.6
甘肃	56084	迭部	3406	10321	 	2481.5
甘肃	56091	漳县	3484	10446	1911.8	1910.6
甘肃	56092	陇西	3499	10465	1729.4	1728.2
甘肃	56093	岷县	3443	 	2316.2	2315.0
甘肃	56094	舟曲	3378	10438	1330.6	1329.4
甘肃	56095	宕昌	3404	10438	1711.4	1710.2
甘肃	56096	武都	 	10492	1080.3	1079.1
甘肃	56192	文县	3295	10467	978.4	977.2
甘肃	57001	甘谷	3475	10533	1273.1	1271.9
甘肃	57002	秦安	 	10565	1217.3	1216.1
甘肃	57004	武山	3473	10488	1496.6	1495.4
甘肃	57006	天水	3457	10574	1151.0	1149.8
甘肃	57007	 	3417	10516	1395.4	1394.2
甘肃	57008	西和	3403	10530	1580.1	1578.9
甘肃	 	清水	3474	10615	1417.3	1416.1
甘肃	57012	张家川	3499	10620	1665.7	1664.5
甘肃	57014	麦积	3456	10587	1086.4	1085.2
甘肃	57102	成县	3379	10579	1115.8	1114.6
甘肃	57105	康县	3333	10559	1185.4	1184.2
甘肃	57110	徽县	3379	10607	1004.5	1003.3
甘肃	57111	两当	3391	10630	929.4	928.2
青海	52602	冷湖	3874	9333	2772.6	2771.4
青海	52707	小灶火	3680	9368	2772.1	2770.9
青海	52818	格尔木	3642	9491	2806.0	2804.8
青海	52825	诺木洪	3644	9643	2789.8	2788.6
青海	52836	都兰	3630	9810	3193.2	3192.0
青海	52854	青海湖
151	3659	10049	3202.0	3200.8
青海	52856	共和	3627	10062	2837.9	2836.7
青海	52863	互助	3682	10195	2485.5	2484.3
青海	52866	西宁	3666	10173	2435.4	2434.2
青海	52868	贵德	3602	10137	2268.4	2267.2
青海	52869	湟中	3650	10158	2668.1	2666.9
青海	52875	平安	3650	10210	2138.5	2137.3
青海	52876	民和	3633	10284	1813.2	1812.0
青海	52877	化隆	3610	10226	2838.1	2836.9
青海	52908	五道梁	3522	9308	4613.2	4612.0
青海	52941	沙珠玉	3626	10026	2873.2	2872.0
青海	52943	兴海	3559	9998	3307.0	3305.8
青海	52955	贵南	3559	10074	3108.8	3107.6
青海	52957	同德	3524	10060	3149.0	3147.8
青海	52963	尖扎	3594	10201	2176.7	2175.5
青海	52968	泽库	3504	10147	3663.5	3662.3

青海	52972	循化	3585	10246	1927.6	1926.4
青海	52974	同仁	3555	10203	2474.9	2473.7
青海	56004	沱沱河	3422	9244	4534.1	4532.9
青海	56016	治多	3385	9562	4181.5	4180.3
青海	56018	杂多	3289	9530	4068.6	4067.4
青海	56021	曲麻莱	3413	9581	4200.3	4199.1
青海	56029	玉树	3300	9696	3718.3	3717.1
青海	56033	玛多	3492	9822	4272.9	4271.7
青海	56034	清水河	3381	9714	4416.8	4415.6
青海	56043	玛沁	3448	10024	3721.5	3720.3
青海	56045	甘德	3396	9989	4033.4	4032.2
青海	56046	达日	3376	9965	3971.6	3970.4
青海	56065	河南	3473	10160	3518.1	3516.9
青海	56067	久治	3343	10148	3630.7	3629.5
青海	56125	囊谦	3220	9648	3645.9	3644.7
青海	56151	班玛	3293	10074	3517.5	3516.3
宁夏	53517	石炭井	3926	10633	1465.9	1464.7
宁夏	53518	石嘴山	3904	10635	1128.1	1126.9
宁夏	53519	惠农	3921	10676	1093.4	1092.2
宁夏	53603	沙湖	3883	10637	1101.1	1099.9
宁夏	53610	贺兰	3856	10634	1107.2	1106.0
宁夏	53611	平罗	3888	10655	1099.9	1098.7
宁夏	53612	吴忠	3777	10616	1211.2	1210.0
宁夏	53614	银川	3847	10621	1112.8	1111.6
宁夏	53615	陶乐	3881	10670	1102.2	1101.0
宁夏	53617	青铜峡	3803	10608	1126.9	1125.7
宁夏	53618	永宁	3822	10620	1119.6	1118.4
宁夏	53619	灵武	3812	10630	1116.9	1115.7
宁夏	53704	中卫	3753	10518	1227.9	1226.7
宁夏	53705	中宁	3748	10568	1182.5	1181.3
宁夏	53707	兴仁	3694	10525	1699.1	1697.9
宁夏	53723	盐池	3779	10739	1352.1	1350.9
宁夏	53727	麻黄山	3717	10711	1692.3	1691.1
宁夏	53806	海原	3657	10564	1856.8	1855.6
宁夏	53810	同心	3697	10589	1337.6	1336.4
宁夏	53817	固原	3603	10624	1836.7	1835.5
宁夏	53881	韦州	3729	10648	1383.4	1382.2
宁夏	53903	西吉	3597	10571	1917.7	1916.5
宁夏	53910	六盘山	3566	10620	2846.4	2845.2
宁夏	53914	隆德	3560	10614	2154.3	2153.1
宁夏	53916	泾源	3549	10631	1985.9	1984.7
新疆	51053	哈巴河	4805	8641	534.1	532.9
新疆	51058	阿克达拉	4710	8797	562.6	561.4
新疆	51060	布尔津	4771	8687	474.9	473.7
新疆	51068	福海	4713	8748	498.3	497.1
新疆	51076	阿勒泰	8808	4773	736.5	735.3
新疆	51087	富蕴	4701	8949	861.6	860.4
新疆	51133	塔城	4673	8298	536.3	535.1
新疆	51137	裕民	4620	8307	722.8	721.6
新疆	51145	额敏	4653	8362	520.5	519.3
新疆	51156	和布克赛尔	4681	8575	1322.8	1321.6
新疆	51232	阿拉山口	4518	8255	367.5	366.3

新疆	51238	博乐	4491	8204	533.8	532.6
新疆	51241	托里	4594	8360	1079.6	1078.4
新疆	51243	克拉玛依	4561	8485	451.6	450.4
新疆	51334	精河	4457	8282	330.6	329.4
新疆	51357	沙湾	4433	8563	522.8	521.6
新疆	51359	玛纳斯	4428	8622	473.0	471.8
新疆	51367	呼图壁	4417	8685	575.9	574.7
新疆	51368	昌吉	4412	8732	516.4	515.2
新疆	51369	米泉	4397	8766	602.4	601.2
新疆	51377	阜康	4417	8797	542.9	541.7
新疆	51378	吉木萨尔	4399	8915	744.1	742.9
新疆	51468	天山大西沟	4311	8684	3541.5	3540.5
新疆	51469	乌鲁木齐牧	4345	8719	1933.7	1932.5
新疆	51470	天池	4389	8812	1943.0	1941.8
新疆	51477	达坂城	4335	8832	1103.7	1102.5
新疆	51482	木垒	4382	9027	1272.9	1271.7
新疆	51526	库米什	4224	8819	923.9	923
新疆	51542	巴音布鲁克	4303	8415	2460.3	 
新疆	51567	焉耆	4205	8661	1056.6	1055.4
新疆	51571	托克逊	4277	8860	45.1	43.9
新疆	51572	吐鲁番东坎	4289	8931	 	-48.8
新疆	51573	吐鲁番	4295	8923	40.2	39.0
新疆	51627	乌什	4122	 	1351.3	1350.1
新疆	51628	阿克苏	4112	8038	1108.3	1107.1
新疆	51636	新和	4154	8265	950.6	949.4
新疆	51639	沙雅	4125	 	984.0	982.8
新疆	51656	库尔勒	4173	8582	901.1	899.9
新疆	51704	阿图什	3973	7622	1268.8	1267.6
新疆	51705	乌恰	 	7525	2136.6	2135.4
新疆	51707	伽师	3950	7678	1205.2	1204.0
新疆	51709	喀什	3949	7576	1385.6	1384.4
新疆	51717	 	3924	7677	1207.3	1206.1
新疆	51720	柯坪	4050	7904	1162.4	1161.2
新疆	51722	阿瓦提	4064	8039	1045.6	1044.4
新疆	 	阿拉尔	4061	8126	1012.0	1010.8
新疆	51747	塔中	3897	8366	1101.8	1100.6
新疆	51765	铁干里克	4065	8769	846.5	845.3
新疆	51802	英吉沙	3894	7617	1295.5	1294.3
新疆	51810	麦盖提	3891	7764	1179.0	1177.8
新疆	51811	莎车	3843	7724	1232.8	1231.6
新疆	51814	叶城	3788	7742	1361.5	1360.3
新疆	51815	泽普	3820	7726	1274.9	1273.7
新疆	51818	皮山	3762	7828	1373.7	1372.5
新疆	51826	策勒	3701	8081	1332.7	1331.5
新疆	51827	墨玉	3717	7963	1349.0	1347.8
新疆	51828	和田	3712	7993	1375.7	1374.5
新疆	51829	洛浦	3705	8023	1305.4	1304.2
新疆	51839	民丰	3707	8269	1410.1	1408.9
新疆	51855	且末	3813	8554	1248.9	1247.7

新疆	51931	于田	3686	8165	1422.6	1421.4
新疆	52101	巴里坤	4360	9305	1680.4	1679.2
新疆	52112	淖毛湖	4375	9498	479.9	478.7
新疆	52118	伊吾	-4324	-9467	1731.2	1730.0
新疆	52203	哈密	4281	9352	746	745
新疆	52313	红柳河	4153	9472	1575	1574
极地	89058	南极长城	-5703	-6178	12	10
极地	89573	南极中山	-7563	-6863	17	15

