
省份	区站号	站名	纬度	经度	气压传感器拔海高度(米)	观测场拔海高度(米)
黑龙江	50880	集贤	4674	13111	103.5	102.3
黑龙江	50884	双鸭山	4665	13115	173.2	172.0
黑龙江	50888	宝清	4639	13217	80.8	79.6
黑龙江	50892	饶河	4679	13399	55.6	54.4
黑龙江	50950	肇州	4570	12525	149.9	148.7
黑龙江	50953	哈尔滨	4593	12658	116.2	115.0
黑龙江	50954	肇源	4550	12508	128.2	127.0
黑龙江	50956	呼兰	4610	12678	135.9	134.7
黑龙江	50958	阿城	4553	12694	169.4	168.2
黑龙江	50960	宾县	4574	12739	185.4	184.2
黑龙江	50962	木兰	4598	12805	118.1	116.9
黑龙江	50963	通河	4598	12873	110.1	108.9
黑龙江	50964	方正	4583	12881	120.5	119.3
黑龙江	50965	延寿	4544	12828	158.4	157.2
黑龙江	50968	尚志	4521	12798	190.9	189.7
黑龙江	50971	七台河	4584	13098	196.1	194.9
黑龙江	50973	勃利	4575	13061	251.0	249.8
黑龙江	50978	鸡西	4531	13091	273.7	272.5
黑龙江	50979	林口	4528	13024	275.9	274.7
黑龙江	50983	虎林	4576	13288	99.3	98.1
黑龙江	50985	密山	4555	13186	152.9	151.7
黑龙江	50987	鸡东	4526	13109	221.1	219.9
黑龙江	54080	五常	4491	12714	192.6	191.4
黑龙江	54092	海林	4459	12941	293.3	292.1
黑龙江	54093	穆棱	4491	13054	267.5	266.3
黑龙江	54094	牡丹江	4450	12967	306.9	305.7
黑龙江	54096	绥芬河	4439	13116	562.8	561.6
黑龙江	54098	宁安	4434	12945	269.1	267.9
黑龙江	54099	东宁	4409	13111	176.4	175.2
上海	58361	闵行	3110	12137	4.6	3.4
上海	58362	宝山	3139	12145	4.5	3.3
上海	58365	嘉定	3138	12120	5.9	4.7
上海	58366	崇明	3167	12149	3.5	2.3
上海	58367	徐家汇	3119	12143	3.2	2.0
上海	58369	南汇	3106	12179	3.9	2.7
上海	58370	浦东	3122	12155	3.6	2.4
上海	58460	金山	3082	12127	4.4	3.2
上海	58461	青浦	3113	12112	3.4	2.2
上海	58462	松江	3102	12118	7.1	5.9
上海	58463	奉贤	3089	12150	3.8	2.6
江苏	58012	丰县	3467	11666	43.2	42.0
江苏	58013	沛县	3475	11691	37.7	36.5

江苏	58026	邳州	3439	11802	26.9	25.7
江苏	58027	徐州	3429	11716	42.3	41.1
江苏	58035	新沂	3433	11835	30.5	29.3
江苏	58036	东海	3454	11871	34.1	32.9
江苏	58038	沭阳	3409	11878	11.6	10.4
江苏	58040	赣榆	3486	11913	6.5	5.3
江苏	58041	西连岛	3478	11944	27.4	26.2
江苏	58044	连云港	3455	11924	5.9	4.7
江苏	58045	响水	3420	11964	7.8	6.6
江苏	58047	灌云	3426	11924	6.0	4.8
江苏	58048	灌南	3406	11929	9.2	8.0
江苏	58049	滨海	3402	11980	5.3	4.1
江苏	58130	睢宁	3393	11790	27.2	26.0
江苏	58131	宿豫	3397	11822	26.2	25.0
江苏	58132	泗阳	3373	11870	16.1	14.9
江苏	58135	泗洪	3348	11821	18.1	16.9
江苏	58138	盱眙	3295	11851	44.3	43.1
江苏	58139	洪泽	3331	11891	11.8	10.6
江苏	58140	涟水	3377	11930	10.1	8.9
江苏	58141	淮安	3364	11893	13.7	12.5
江苏	58143	阜宁	3373	11983	7.1	5.9
江苏	58145	楚州	3350	11916	8	7.2
江苏	58146	建湖	3341	11978	7.0	5.8
江苏	58147	金湖	3297	11901	13.6	12.4
江苏	58148	宝应	3327	11934	4.5	3.3
江苏	58150	射阳	3375	12030	3.0	1.8
江苏	58154	盐城	3332	12010	5.0	3.8
江苏	58158	大丰	3317	12046	4.3	3.1
江苏	58235	六合	3237	11885	11.6	10.4
江苏	58237	浦口	3207	11859	47.8	46.6
江苏	58238	南京	3193	11890	34.4	33.2
江苏	58241	高邮	3276	11949	7.7	6.5
江苏	58242	仪征	3230	11916	23.7	22.5
江苏	58243	兴化	3295	11982	4.2	3.0
江苏	58244	江都	3245	11959	6.4	5.2
江苏	58245	扬州	3241	11942	11.1	9.9
江苏	58246	泰州	3256	11999	3.8	2.6
江苏	58247	扬中	3227	11980	4.4	3.2
江苏	58249	泰兴	3216	12005	7.2	6.0
江苏	58250	姜堰	3251	12016	7.4	6.2
江苏	58251	东台	3286	12028	4.5	3.3
江苏	58252	丹徒	3215	11950	19.2	18.0
江苏	58254	海安	3255	12041	7.1	6.1
江苏	58255	如皋	3238	12061	9.2	8.0
江苏	58257	靖江	3198	12030	11.0	9.8
江苏	58259	南通	3208	12098	6.0	4.7
江苏	58264	如东	3234	12122	6.4	5.5
江苏	58265	吕泗	3210	12154	5.0	3.8
江苏	58268	通州	3210	12108	5.6	4.4
江苏	58269	启东	3179	12164	4.5	3.3
江苏	58339	高淳	3133	11890	17.8	17
江苏	58340	溧水	3160	11906	31.6	30.4
江苏	58341	丹阳	3198	11959	7.8	6.6

江苏	58342	金坛	3171	11954	6.6	5.4
江苏	58344	句容	3196	11920	37.2	36.0
江苏	58345	溧阳	3143	11950	7.1	5.9
江苏	58346	宜兴	3134	11981	17.6	16.4
江苏	58349	苏州	3142	12056	9.2	8.0
江苏	58351	江阴	3189	12029	5.3	4.1
江苏	58352	常熟	3166	12080	6.7	5.5
江苏	58353	张家港	3186	12057	12.7	11.5
江苏	58354	无锡	3161	12035	4.2	3.0
江苏	58356	昆山	3140	12100	4.4	3.2
江苏	58358	东山	3108	12043	17.9	16.7
江苏	58359	吴江	3114	12062	5.9	4.7
江苏	58360	海门	3192	12121	7.2	6.0
江苏	58377	太仓	3151	12111	 	5.7
浙江	58443	长兴	3102	11989	26.2	25.0
浙江	58446	安吉	3063	11971	73.4	72.2
浙江	58448	临安	3022	11970	 	117.9
浙江	58449	富阳	3006	11995	47.7	46.5
浙江	58450	湖州	3086	12005	8.6	7.4
浙江	58451	嘉善	3083	 	3.8	2.6
浙江	58452	嘉兴	3073	12076	6.0	4.8
浙江	58453	绍兴	3007	12051	8.7	7.5
浙江	58454	德清	 	11998	103.7	102.5
浙江	58455	海宁	3048	12049	6.2	5.0
浙江	58456	桐乡	3063	12052	7.2	6.0
浙江	58457	杭州	 	12017	43.3	42.1
浙江	58458	海盐	3054	12090	6.0	4.8
浙江	58459	萧山	3018	12028	97.6	96.4
浙江	58464	 	3065	12112	5.2	4.0
浙江	58467	慈溪	3020	12129	6.6	5.4
浙江	58468	余姚	3002	12114	39.2	38.0
浙江	 	嵊泗	3073	12245	80.5	79.3
浙江	58477	定海	3004	12211	36.9	35.7
浙江	58484	岱山	3024	12220	38.5	37.3
浙江	58537	开化	2913	11840	154.2	153.0
浙江	58542	桐庐	2981	11967	45.6	44.4
浙江	58543	淳安	2961	11903	170.3	169.1
浙江	58544	建德	2948	11927	90.3	89.1
浙江	58546	浦江	2948	11987	116.8	115.6
浙江	58547	龙游	2903	11919	65.7	64.5
浙江	58548	兰溪	2922	11948	51.4	50.2
浙江	58549	金华	2911	11966	63.8	62.6
浙江	58550	诸暨	2970	12026	40.3	39.1
浙江	58553	上虞	3005	12081	7.2	6.0
浙江	58555	新昌	2951	12088	116.3	115.1
浙江	58556	嵊州	2959	12081	114.4	113.2
浙江	58557	义乌	2934	12009	91.2	90.0
浙江	58558	东阳	2928	12022	91.1	89.9
浙江	58559	天台	2915	12097	108.8	107.6
浙江	58560	磐安	2905	12044	306.0	304.8
浙江	58561	镇海	2998	12161	4.9	3.7
浙江	58562	鄞州	2980	12150	7.6	6.4
浙江	58563	北仑	2988	12183	6.2	5.0

浙江	58565	奉化	2969	12139	42.7	41.5
浙江	58566	象山	2938	12192	5.3	4.1
浙江	58567	宁海	2932	12144	40.5	39.3
浙江	58568	三门	2912	12138	35.7	34.5
浙江	58569	石浦	2921	12196	129.6	128.4
浙江	58570	普陀	2995	12230	84.3	83.1
浙江	58631	常山	2891	11851	137.4	136.2
浙江	58632	江山	2871	11860	127.3	126.1
浙江	58642	武义	2889	11981	106.3	105.1
浙江	58643	永康	2886	12001	154.2	153.0
浙江	58644	遂昌	2860	11927	237.8	236.6
浙江	58646	丽水	2839	11985	145.7	144.5
浙江	58647	龙泉	2808	11913	223.3	222.1
浙江	58648	景宁	2799	11964	246.8	245.6
浙江	58652	仙居	2887	12072	84.4	83.2
浙江	58654	缙云	2866	12009	185.3	184.1
浙江	58656	乐清	2807	12097	62.0	60.8
浙江	58657	青田	2814	12029	59.0	57.8
浙江	58658	永嘉	2815	12069	35.5	34.3
浙江	58659	温州	2803	12066	29.5	28.3
浙江	58660	临海	2887	12119	7.5	6.3
浙江	58664	温岭	2837	12136	36.2	35.0
浙江	58665	洪家	2862	12142	5.8	4.6
浙江	58666	大陈	2845	12190	90.3	89.1
浙江	58667	玉环	2808	12127	97.1	95.9
浙江	58742	云和	2811	11956	162.6	161.4
浙江	58745	庆元	2762	11908	402.0	400.8
浙江	58746	泰顺	2755	11971	540.1	538.9
浙江	58750	文成	2779	12008	106.6	105.4
浙江	58751	平阳	2767	12057	255.2	254.0
浙江	58752	瑞安	2778	12065	39.0	37.8
安徽	58015	砀山	3444	11634	43.3	42.1
安徽	58016	萧县	3418	11696	36.1	34.9
安徽	58102	亳州	3379	11574	39.9	38.7
安徽	58107	临泉	3291	11526	37.4	36.2
安徽	58108	界首	3334	11537	40.0	38.8
安徽	58109	太和	3313	11564	32.2	31.0
安徽	58112	天柱山	3073	11645	960.3	959.1
安徽	58113	濉溪	3395	11671	33.1	31.9
安徽	58114	涡阳	3349	11619	32.4	31.2
安徽	58116	淮北	3403	11687	34.1	32.9
安徽	58117	利辛	3305	11620	29.1	27.9
安徽	58118	蒙城	3326	11651	28.1	26.9
安徽	58122	宿州	3364	11708	26.9	25.7
安徽	58125	灵璧	3358	11752	24.2	23.0
安徽	58126	泗县	3347	11791	21.9	20.7
安徽	58127	怀远	3299	11707	25.7	24.5
安徽	58128	固镇	3334	11736	22.6	21.4
安徽	58129	五河	3314	11783	15.7	14.5
安徽	58202	阜南	3268	11558	35.4	34.2
安徽	58203	阜阳	3288	11574	32.4	31.2
安徽	58210	颍上	3267	11616	27.9	26.7
安徽	58212	凤台	3272	11676	24.3	23.1

安徽	58214	霍邱	3237	11630	29.6	28.4
安徽	58215	寿县	3244	11679	26.1	24.9
安徽	58220	长丰	3242	11716	46.2	45.0
安徽	58221	蚌埠	3284	11730	27.8	26.6
安徽	58222	凤阳	3286	11755	25.9	24.7
安徽	58223	明光	3280	11799	35.2	34.0
安徽	58224	淮南	3261	11705	71.8	70.6
安徽	58225	定远	3254	11768	71.8	70.6
安徽	58234	来安	3247	11842	41.5	40.3
安徽	58236	滁州	3236	11825	34.7	33.5
安徽	58240	天长	3274	11900	11.2	10.0
安徽	58306	金寨	3168	11588	96.6	95.4
安徽	58311	六安	3174	11651	75.3	74.1
安徽	58314	霍山	3140	11634	87.6	86.4
安徽	58316	舒城	3147	11692	24.9	23.7
安徽	58317	岳西	3086	11636	435.8	434.6
安徽	58319	桐城	3106	11694	86.5	85.3
安徽	58320	肥西	3161	11703	27.4	26.2
安徽	58321	合肥	3196	11706	51.0	49.8
安徽	58323	肥东	3186	11746	19.2	18.0
安徽	58326	巢湖	3158	11783	32.4	31.2
安徽	58327	庐江	3127	11729	46.8	45.6
安徽	58329	无为	3133	11787	10.8	9.6
安徽	58330	含山	3174	11809	27.7	26.5
安徽	58331	和县	3173	11836	21.7	20.5
安徽	58334	芜湖	3138	11841	11.4	10.2
安徽	58335	当涂	3155	11855	61.2	60.0
安徽	58336	马鞍山	3171	11856	79.4	78.2
安徽	58337	繁昌	3106	11822	61.7	60.5
安徽	58338	芜湖县	3112	11860	41.1	39.9
安徽	58417	宿松	3017	11612	110.5	109.3
安徽	58429	铜陵	3097	11785	12.2	11.0
安徽	58431	南陵	3089	11832	41.2	40.0
安徽	58432	泾县	3068	11841	53.9	52.7
安徽	58433	宣城	3093	11876	32.5	31.3
安徽	58435	旌德	3029	11853	218.2	217.0
安徽	58436	宁国	3062	11898	88.5	87.3
安徽	58437	黄山	3014	11816	1840.9	1839.7
安徽	58441	广德	3085	11942	51.6	50.4
安徽	58442	郎溪	3116	11919	17.7	17
安徽	58520	祁门	2987	11769	192.2	191.0
安徽	58523	黟县	2993	11793	228.5	227.3
安徽	58530	歙县	2987	11844	170.0	168.8
安徽	58531	屯溪	2971	11828	143.9	142.7
安徽	58534	休宁	2979	11818	171.4	170.2
福建	58724	光泽	2754	11731	269.6	268.4
福建	58725	邵武	2732	11749	219.3	218.1
福建	58730	武夷山	2776	11802	223.3	222.1
福建	58731	浦城	2792	11854	278.1	276.9
福建	58734	建阳	2734	11811	198.1	196.9
福建	58735	松溪	2752	11877	261.5	260.3
福建	58736	政和	2738	11883	263.8	262.6
福建	58737	建瓯	2705	11832	156.2	155.0

福建	58744	寿宁	2746	11950	846.5	845.3
福建	58747	周宁	2711	11934	896.5	895.3
福建	58748	福安	2709	11965	51.5	50.3
福建	58749	柘荣	2723	11989	685.2	684.0
福建	58754	福鼎	2734	12021	37.4	36.2
福建	58818	宁化	2627	11665	360.0	358.8
福建	58819	清流	2619	11679	364.4	363.2
福建	58820	泰宁	2690	11717	344.1	342.9
福建	58822	建宁	2683	11685	343.7	342.5
福建	58823	顺昌	2680	11780	176.3	175.1
福建	58824	明溪	2636	11721	358.5	357.3
福建	58826	沙县	2639	11781	121.9	120.7
福建	58828	三明	2627	11764	 	210.3
福建	58836	古田	2658	11874	362.7	361.5
福建	58837	尤溪	2616	11816	205.9	204.7
福建	58839	闽清	2622	11886	150.2	149.0
福建	58843	霞浦	2688	12002	 	56.6
福建	58844	闽侯	2615	11914	59.1	57.9
福建	58845	罗源	2650	11955	80.0	78.8
福建	58846	宁德	2666	 	33.7	32.5
福建	58847	福州	2608	11929	85.3	84.1
福建	58848	连江	2622	11956	44.1	42.9
福建	58850	三沙	 	12023	93.4	92.2
福建	58911	长汀	2585	11637	311.3	310.1
福建	58917	武平	2509	11610	308.8	307.6
福建	58918	上杭	 	11643	223.5	222.3
福建	58923	大田	2570	11784	401.3	400.1
福建	58926	 	2527	11743	239.6	238.4
福建	58927	龙岩	2505	11702	377.1	375.9
福建	58928	华安	2501	11753	168.0	167
福建	 	安溪	2506	11821	132.0	130.8
福建	58931	九仙山	2571	11811	1655.1	1653.9
福建	58932	永泰	2587	11893	86.7	85.5
福建	58934	永春	2533	11827	185.0	183.8
福建	58935	德化	2551	11823	646.9	645.7
福建	58938	秀屿	2528	11911	66.5	65.3
福建	58941	长乐	2597	11950	27.2	26.0
福建	58942	福清	2567	11938	76.4	75.2
福建	58944	平潭	2551	11978	31.9	30.7
福建	58946	莆田	2544	11900	82.5	81.3
福建	59113	永定	2473	11672	228.2	227.0
福建	59122	长泰	2462	11775	44.6	43.4
福建	59124	南靖	2451	11739	54.9	53.7
福建	59125	平和	2438	11730	110.0	108.8
福建	59127	龙海	2443	11783	33.9	32.7
福建	59129	漳浦	2413	11759	62.4	61.2
福建	59130	同安	2477	11818	46.9	45.7
福建	59131	南安	2496	11837	174.1	172.9
福建	59133	崇武	2489	11892	23.1	21.9
福建	59134	厦门	2449	11808	140.8	139.6
福建	59320	诏安	2375	11714	38.8	37.6
福建	59322	云霄	2395	11733	25.1	23.9
江西	58903	瑞金	2592	11601	291.0	289.8

江西	58905	于都	2596	11541	128.8	127.6
江西	58906	会昌	2556	11580	194.3	193.1
江西	58907	安远	2515	11534	354.4	353.2
江西	59091	全南	2475	11452	278.3	277.1
江西	59092	龙南	2487	11481	251.4	250.2
江西	59093	定南	2478	11503	255.5	254.3
江西	59102	寻乌	2495	11564	304.8	303.6
江西	57598	修水	2903	11458	148.0	146.8
江西	57694	铜鼓	2853	11436	260.6	259.4
江西	57696	宜丰	2839	11477	91.6	90.4
江西	57698	万载	2811	11443	125.8	124.6
江西	57699	上高	2824	11496	94.6	93.4
江西	57783	上栗	2789	11381	119.8	118.6
江西	57786	萍乡	2763	11386	118.7	117.5
江西	57789	莲花	2712	11393	235.0	233.8
江西	57792	分宜	2782	11466	120.2	119.0
江西	57793	宜春	2779	11437	131.6	130.4
江西	57794	芦溪	2764	11401	178.6	177.4
江西	57796	新余	2783	11489	190.5	189.3
江西	57798	安福	2739	11459	87.1	85.9
江西	57799	吉安县	2704	11491	72.3	71.1
江西	57883	夏坪	2677	11432	339.7	338.5
江西	57891	永新	2694	11425	151.5	150.3
江西	57894	井冈山	2657	11416	840.3	839.1
江西	57895	万安	2647	11478	102.9	101.7
江西	57896	遂川	2633	11452	127.6	126.4
江西	57899	泰和	2683	11488	104.6	103.4
江西	57990	崇义	2569	11431	281.2	280.0
江西	57991	上犹	2580	11454	138.7	137.5
江西	57992	南康	2566	11474	128.2	127.0
江西	57993	赣县	2587	11501	138.8	137.6
江西	57994	大余	2540	11436	216.8	215.6
江西	57995	信丰	2535	11487	205.6	204.4
江西	58502	九江	2967	11602	86.8	85.6
江西	58503	瑞昌	2971	11567	42.4	41.2
江西	58505	九江县	2961	11590	63.8	62.6
江西	58506	庐山	2957	11598	1165.7	1164.5
江西	58507	武宁	2925	11512	117.2	116.0
江西	58508	德安	2935	11574	81.8	80.6
江西	58509	永修	2903	11581	37.8	36.6
江西	58510	湖口	2969	11621	36.4	35.2
江西	58512	彭泽	2989	11655	100.3	99.1
江西	58514	星子	2945	11603	38.3	37.1
江西	58517	都昌	2925	11617	78.7	77.5
江西	58519	波阳	2905	11667	51.5	50.3
江西	58524	浮梁	2936	11722	88.6	87.4
江西	58527	景德镇	2931	11717	94.7	93.5
江西	58529	婺源	2928	11786	168.1	166.9
江西	58600	靖安	2886	11537	81.9	80.7
江西	58601	奉新	2872	11536	81.6	80.4
江西	58602	安义	2893	11555	91.2	90.0
江西	58605	高安	2842	11537	46.8	45.6
江西	58606	南昌	2859	11590	48.4	47.2

江西	58607	南昌县	2852	11607	24.3	23.1
江西	58608	樟树	2799	11555	67.5	66.3
江西	58609	丰城	2821	11581	26.4	25.2
江西	58612	余干	2869	11668	19.6	18.4
江西	58614	进贤	2840	11628	68.7	67.5
江西	58615	万年	2870	11710	112.5	111.3
江西	58616	余江	2825	11679	78.7	77.5
江西	58618	东乡	2827	11661	85.9	84.7
江西	58619	临川	2789	11626	74.9	73.7
江西	58620	乐平	2902	11710	52.4	51.2
江西	58622	德兴	2895	11757	80.7	79.5
江西	58623	上饶县	2846	11790	122.5	121.3
江西	58624	弋阳	2839	11745	67.4	66.2
江西	58625	横峰	2839	11760	104.2	103.0
江西	58626	贵溪	2831	11725	62.0	60.8
江西	58627	鹰潭	2831	11706	56.9	55.7
江西	58629	铅山	2829	11771	103.0	101.8
江西	58634	玉山	2868	11825	117.5	116.3
江西	58635	广丰	2845	11819	151.2	150.0
江西	58637	上饶	2844	11798	119.7	118.5
江西	58693	新建	2854	11561	64.5	63.3
江西	58701	新干	2775	11539	46.0	44.8
江西	58704	峡江	2758	11535	103.1	101.9
江西	58705	永丰	2734	11542	86.9	85.7
江西	58706	乐安	2742	11583	182.8	181.6
江西	58707	吉水	2721	11513	66.3	65.1
江西	58710	崇仁	2774	11602	89.3	88.1
江西	58712	金溪	2791	11678	130.5	129.3
江西	58713	资溪	2771	11707	226.3	225.1
江西	58714	宜黄	2755	11623	118.6	117.4
江西	58715	南城	2758	11664	82.2	81.0
江西	58718	南丰	2720	11656	129.9	128.7
江西	58719	黎川	2730	11691	130.6	129.4
江西	58804	兴国	2629	11535	185.2	184.0
江西	58806	宁都	2648	11601	208.0	206.8
江西	58813	广昌	2683	11631	167.5	166.3
江西	58814	石城	2635	11635	281.4	280.2
山东	58002	曹县	3485	11558	51.8	50.6
山东	58003	成武	3494	11588	46.6	45.4
山东	58011	单县	3481	11607	46.6	45.4
山东	58020	微山	3477	11714	36.7	35.5
山东	58021	薛城	3479	11728	81.7	80.5
山东	58022	峄城	3477	11748	84.6	83.4
山东	58024	枣庄	3487	11758	78.9	77.7
山东	58025	台儿庄	3460	11772	30.5	29.3
山东	58030	苍山	3488	11801	45.7	44.5
山东	58032	临沭	3495	11865	91.3	90.1
山东	54709	武城	3723	11607	26.0	24.8
山东	54712	临邑	3720	11681	19.7	18.5
山东	54714	德州	3736	11634	26.6	25.4
山东	54715	陵县	3731	11652	18.8	17.6
山东	54716	宁津	3767	11680	18.5	17.3
山东	54722	无棣	3775	11763	8.0	6.8
山东	54723	阳信	3764	11757	9.7	8.5
山东	54724	商河	3732	11714	16.0	14.8
山东	54725	惠民	3749	11753	12.9	11.7
山东	54726	乐陵	3770	11718	12.7	11.5
山东	54727	章丘	3665	11752	264.2	263.0
山东	54728	庆云	3776	11735	11.7	10.5
山东	54729	高青	3717	11787	12.7	11.5
山东	54734	滨州	3735	11803	19.0	17.8
山东	54736	东营	3744	11867	7.2	6.0
山东	54744	垦利	3758	11855	9.7	8.5
山东	54749	莱州	3719	11994	49.3	48.1
山东	54751	长岛	3794	12073	40.9	39.7
山东	54752	蓬莱	3779	12076	61.9	60.7
山东	54753	龙口	3764	12034	6.0	4.8
山东	54755	招远	3733	12039	119.0	117.8
山东	54759	栖霞	3733	12085	194.0	192.8
山东	54764	福山	3748	12124	49.0	47.8
山东	54765	烟台	3748	12144	83.2	82.0
山东	54776	成山头	3740	12270	48.9	47.7
山东	54777	文登	3721	12206	119.2	118.0
山东	54802	临清	3681	11573	35.2	34.0
山东	54806	聊城	3635	11598	37.3	36.1
山东	54807	阳谷	3615	11577	42.2	41.0
山东	54808	莘县	3622	11563	39.9	38.7
山东	54812	齐河	3674	11672	25.9	24.7
山东	54814	茌平	3653	11626	30.9	29.7
山东	54815	东阿	3638	11626	30.1	28.9
山东	54816	长清	3652	11680	100.1	98.9
山东	54818	平阴	3626	11642	81.1	79.9
山东	54819	肥城	3618	11679	113.5	112.3
山东	54821	济阳	3700	11721	21.6	20.4
山东	54822	邹平	3687	11774	48.6	47.4
山东	54823	济南	3660	11701	171.5	170.3
山东	54824	淄川	3665	11791	206.6	205.4
山东	54825	博山	3652	11785	190.9	189.7
山东	54826	泰山	3626	11711	 	1521.2
山东	54827	泰安	3616	11715	126.9	125.7
山东	54828	莱芜	3623	11768	230.5	229.3
山东	54829	周村	3677	11786	86.9	85.7
山东	54830	淄博	3683	11795	 	34.7
山东	54831	青州	3666	11850	103.9	102.7
山东	54832	寿光	3686	11880	24.6	23.4
山东	54833	桓台	3697	 	16.3	15.1
山东	54834	临淄	3686	11828	47.5	46.3
山东	54835	临朐	3647	11856	150.7	149.5
山东	54836	沂源	 	11817	306	305.1
山东	54837	昌乐	3668	11884	80.0	78.8
山东	54841	昌邑	 	11942	22.5	21.3
山东	54842	平度	3679	11999	63.4	62.2
山东	54843	潍坊	3676	11920	23.4	22.2
山东	54844	安丘	3642	11918	63.9	62.7
山东	54846	高密	3639	11974	52.7	51.5
山东	54848	诸城	3596	11949	110.2	109.0
 

山东	54849	胶州	3622	12003	85.5	84.3
山东	54851	莱西	3690	12056	78.1	77
山东	54852	莱阳	3697	12072	42.8	41.6
山东	54853	崂山	3613	12052	55.3	54.1
山东	54855	即墨	3640	12038	49.0	47.8
山东	54857	青岛	3607	12033	77.3	76.1
山东	54861	乳山	3693	12154	46.6	45.4
山东	54863	海阳	3678	12118	42.1	40.9
山东	54871	石岛	3693	12248	8.0	6.8
山东	54904	鄄城	3558	11552	49.6	48.4
山东	54905	郓城	3559	11593	47.4	46.2
山东	54906	菏泽	3531	11553	51.9	50.7
山东	54907	鱼台	3498	11665	35.5	34.3
山东	54908	东明	3527	11511	58.5	57.3
山东	54909	定陶	3509	11552	52.7	51.5
山东	54910	梁山	3581	11606	42.1	40.9
山东	54911	东平	3593	11640	45.2	44.0
山东	54912	汶上	3577	11651	43.0	41.8
山东	54913	宁阳	3580	11681	68.8	67.6
山东	54914	巨野	3542	11609	41.8	40.6
山东	54915	济宁	3544	11660	34.5	33.3
山东	54916	兖州	3553	11684	44.5	43.3
山东	54917	金乡	3514	11633	35.4	34.2
山东	54918	曲阜	3560	11697	63.5	62.3
山东	54919	邹城	3538	11698	91.0	89.8
山东	54920	泗水	3566	11729	111.6	110.4
山东	54921	嘉祥	3544	11629	38.3	37.1
山东	54922	新泰	3586	11775	207.2	206.0
山东	54923	蒙阴	3573	11795	287.7	286.5
山东	54925	平邑	3549	11768	162.4	161.2
山东	54927	滕州	3510	11720	72.9	71.7
山东	54929	费县	3525	11801	164.4	163.2
山东	54932	沂水	3576	11865	189.8	188.6
山东	54935	沂南	3551	11844	134.8	133.6
山东	54936	莒县	3557	11884	107.4	106.2
山东	54938	临沂	3525	11842	125	124.0
山东	54939	莒南	3517	11882	115.0	113.8
山东	54940	五莲	3575	11921	149.4	148.2
山东	54943	黄岛	3583	12003	6.9	5.7
山东	54945	日照	3547	11956	65.6	64.4
河南	53889	林州	3606	11384	399.2	398.0
河南	53898	安阳	3605	11414	196.0	194.8
河南	53972	沁阳	3505	11290	118.7	117.5
河南	53974	淇县	3561	11423	71.6	70.4
河南	53978	济源	3509	11263	141.3	140.1
河南	53979	博爱	3516	11308	121.2	120.0
河南	53982	焦作	3524	11327	113.2	112.0
河南	53983	封丘	3503	11441	70.8	69.6
河南	53984	修武	3523	11346	83.9	82.7
河南	53985	辉县	3549	11381	141.9	140.7
河南	53986	新乡	3523	11401	75.8	74.6
河南	53987	武陟	3511	11336	95.7	95
河南	53988	获嘉	3527	11372	78.6	77.4

河南	53989	原阳	3508	11398	77.1	75.9
河南	53991	汤阴	3592	11433	94.2	93.0
河南	53992	浚县	3566	11452	59.4	58.2
河南	53993	内黄	3594	11491	52.8	51.6
河南	53994	卫辉	3543	11410	70.3	69.1
河南	53995	滑县	3552	11445	63.1	62.1
河南	53997	延津	3518	11420	71.8	70.6
河南	53998	长垣	3519	11466	62.8	61.6
河南	54817	台前	3598	11586	44.3	42.1
河南	54900	濮阳	3570	11503	54.9	53.7
河南	54901	南乐	3606	11524	47.8	46.6
河南	54902	清丰	3594	11514	50.5	49.3
河南	54903	范县	3585	11548	47.2	46.0
河南	57051	三门峡	3472	11124	576.8	575.6
河南	57056	灵宝	3454	11086	481.7	480.5
河南	57063	渑池	3475	11176	543.2	542.0
河南	57066	洛宁	3440	11167	409.4	408.2
河南	57070	新安	3475	11212	365.2	364.0
河南	57071	孟津	3480	11247	330.3	329.1
河南	57072	孟州	3491	11276	128.7	127.5
河南	57074	伊川	3442	11240	253.4	252.2
河南	57075	汝州	3424	11289	439.8	438.6
河南	57076	偃师	3474	11279	190.7	189.5
河南	57078	汝阳	3416	11247	337.7	336.5
河南	57079	温县	3495	11304	107.6	106.4
河南	57080	巩义	3481	11298	252.3	251.1
河南	57081	荥阳	3479	11340	142.1	140.9
河南	57082	登封	3449	11311	414.4	413.2
河南	57083	郑州	3471	11366	111.6	110.4
河南	57084	嵩山	3449	11305	1179.6	1178.4
河南	57085	新密	3454	11334	261.1	259.9
河南	57086	新郑	3438	11372	117.8	116.6
河南	57087	长葛	3427	11374	105.3	104.1
河南	57088	禹州	3419	11350	147.2	146.0
河南	57089	许昌	3407	11393	68.4	67.2
河南	57090	中牟	3475	11404	81.8	80.6
河南	57091	开封	3480	11430	74.9	73.7
河南	57093	兰考	3486	11480	72.0	70.8
河南	57094	尉氏	3441	11423	68.5	67.4
河南	57095	鄢陵	3411	11416	62.3	61.1
河南	57096	杞县	3454	11478	60.9	59.7
河南	57098	扶沟	3408	11441	59.3	58.3
河南	57099	太康	3407	11485	53.6	52.6
河南	57156	西峡	3331	11149	251.5	250.3
河南	57162	嵩县	3414	11207	441.9	440.7
河南	57169	内乡	3315	11189	222.4	221.2
河南	57173	鲁山	3376	11289	146.9	145.7
河南	57175	镇平	3308	11224	240.9	239.7
河南	57176	南召	3343	11246	245.2	244.0
河南	57177	舞钢	3332	11350	222.2	221.0
